pdf_name,title,author,author_place,journal,volume,year,pages
Langdon PBS 12 1.pdf,Sumerian Grammatical Texts,Stephen Langdon,Philadelphia,Publications of the Babylonian Section of the University Museum,11,1917,1
"Larsen 1967 - Old Assyrian Caravan Procedures. PIHANS 22, 1967.pdf",Old Assyrian Caravan Procedures,Mogens Trolle Larsen,Istanbul,Nederlands Historisch-Archaeologisch Instituut,XXII,1967,179
"Larsen 1976 - The Old Assyrian City-state and Its Colonies. Mesopotamia 4, 1976.pdf",THE OLD ASSYRIAN CITY-STATE AND ITS COLONIES,MOGENS TROLLE LARSEN,COPENHAGEN,Copenhagen Studies in Assyriology,4,1976,
"Larsen 1977 - Partnerships in the Old Assyrian Trade. Iraq 39, 1977, pp. 119-145.pdf",PARTNERSHIPS IN THE OLD ASSYRIAN TRADE,MOGENS TROLLE LARSEN,,Iraq,,1977,120
"Larsen 1979 - Power and Propaganda. Mesopotamia 7, 1979.pdf",Power and Propaganda: A Symposium on Ancient Empires,Mogens Trolle Larsen,Copenhagen,Copenhagen Studies in Assyriology,7,1979,7–361
"Larsen 1982 - Your Money or Your Life. A Portrait of an Assyrian Businessman. FS Diakonoff, 1982 214-245.pdf",YOUR MONEY OR YOUR LIFE! A PORTRAIT OF AN ASSYRIAN BUSINESSMAN,Mogens Trolle Larsen,Copenhagen,,,1982,215
"Larsen 1987 - Commercial networks in the Ancient Near East, Ch. 5. CPAW 1987 pp. 47-56.pdf",Commercial networks in the Ancient Near East,Mogens Trolle Larsen,,,,1987,
"Larsen 1989 - Orientalism and Near Eastern Archaeology. Domination and Resistance, 1989 229-239.pdf",Domination and resistance,"Daniel Miller, Michael Rowlands, Christopher Tilley",London,One World Archaeology,,1989,
"Larsen 1995 - Introduction, literacy and social complexity. State and Society 1995 pp. 173-190.pdf",Literacy and social complexity,Mogens Trolle Larsen,,,,1995,
Larsen 2000 - The City-States of the Early Neo-Babylonian Period. A Comparative Study of 30 City-State Cultures. 2000 pp. 117-127.pdf,The City-States of the Early Neo-Babylonian Period,Mogens Trolle Larsen,,,,2000,
Larsen 2000 - The Old Assyrian City-State. A Comparative Study of 30 City-State Cultures. 2000 pp. 77-87.pdf,The Old Assyrian City-State and its Colonies,Mogens Trolle Larsen,,,,2000,
"Larsen 2002 - The Aššur-nada Archive. PIHANS 96, 2002.pdf","The Assur-nâdâ Archive (Old Assyrian Archives, volume 1)",Mogens Trolle Larsen,Leiden,,,2002,
"Larsen 2005 et al - State and Society (2005) 113-119, 173-190.pdf",The emergence and development of social hierarchy and political centralization,"John Gledhill, Barbara Bender, Mogens Trolle Larsen","London, New York",,,2005,
"Larsen 2007 - Individual and Family in Old Assyrian Society. JCS 59, 2007, pp. 93-106.pdf",Individual and Family in Old Assyrian Society,Mogens Trolle Larsen,Copenhagen,JCS,59,2007,93–95
"Larsen 2008 & Barjamovic,G. - An Old Assyrian Incantation Against the Evil Eye. AoF 35 1, 2008, pp. 144-155.pdf",An Old Assyrian Incantation against the Evil Eye,Gojko Barjamovic – Mogens Trolle Larsen,,Altoriental. Forsch.,35,2008,144–155
"Larsen 2010 - The Archive of the Šalim-Aššur Family, Vol. 1. The First Two Generations. (A)TK 6-a, TTKY 33d-a, 2010 (preprint).pdf",The Archive of the §alim-A$$ur Family,Mogens Trolle Larsen,,,,2010,
Larsen 2010 draf FS Stolper - Hybridity.pdf,Cultural exchange at Kültepe,,,,,2010,
"Larsen, M. T. - AKT 6a, 2010.pdf",The Archive of the Salim-Assur Family,Mogens Trolle Larsen,Ankara,Turk Tarih Kurumu Yayınları,VI. Dizi-Sayı 33 d-a,2010,"xvi, 585 s."
"Larsen, M. T. - AKT 6b, 2013.pdf",Kiltepe tabletleri VI-b: The Archive of the Salim-Assur family. Volume 2: Ennam- Assur,Mogens Trolle Larsen,Ankara,Turk Tarih Kurumu,,2013,"xvii, 470 s."
"Larsen, Mogens T. - Partnerships in the Old Assyrian Trade 18.pdf",Partnerships in the Old Assyrian Trade,Mogens Trolle Larsen,,Iraq,39,1977,119-145
Larsen-Lassen_2014_cultural_encounters_Fs_Stolper_Final-libre.pdf,Extraction & control,"Michael Kozuh, Wouter Henkelman, Charles E. Jones, Christopher Woods",Chicago,STUDIES IN ANCIENT ORIENTAL CIVILIZATION,68,2014,
Larsen_2015_Ancient_Kanesh (2015).pdf,Ancient Kanesh: A Merchant Colony in Bronze Age Anatolia,Mogens Trolle Larsen,University of Copenhagen,Cambridge University Press,,2015,
Larsen_2017_PostgateFS_Slaves_.pdf,Between Slavery and Freedom,MoGENS TROLLE LARSEN,,,,2-17,289–290
"Lassen, Agnete Wisti - Glyptic Encounters, 2012.pdf",GLYPTIC ENCOUNTERS,Agnete Wisti Lassen,Copenhagen,,,2012,
Lassen_2014_wool_in_Anatolia.pdf,Wool Economy in the Ancient Near East and the Aegean,Catherine Breniquet and Cécile Michel,Oxford & Philadelphia,Ancient Textiles Series,17,2014,1–264
"Laurea, Tesi di - Aspetti storico-religiosi nell'onomastica paleoassira 831684-1157658.pdf",Aspetti storico-religiosi nell'onomastica paleoassira,Lucio Milano,,,,2011/2012,
LeGrain PBS 13.pdf,Historische Fragmente,Leon Legrain,Philadelphia,Publications of the Babylonian Section,XIII,1922,5-108
"Leemans, W. F. - The Importance of Trade. Some Introductory Remarks 03.pdf",The Importance of Trade. Some Introductory Remarks,W. F. Leemans,,Iraq,39,1977,10-Jan
Leemans_1957_JESHO1_Nomads.pdf,The contribution of the nomads to the Babylonian population,W. F. Leemans,,Journal of the Economic and Social History of the Orient,1,1957,138
Leemans_1959_JESHO2_OB_tablets_Geneve.pdf,Quelques remarques au sujet des tablettes de l'époque vieux-babylonienne du Musée de Genève,W. F. Leemans,,Journal of the Economic and Social History of the Orient,2,1959,324
Leemans_1968_JESHO11_OB_letters_econ.pdf,Old Babylonian letters and economic history. A review article with a digression on Foreign Trade,W. F. Leemans,,Journal of the Economic and Social History of the Orient,11,1968,171
"Leinwand, Nancy W. - A Study of Anatolian Weathergods of the Old Assyrian Colony Period. Diss. Bryn Mawr 1984.pdf",A STUDY OF ANATOLIAN WEATHERGODS OF THE OLD ASSYRIAN COLONY PERIOD,Nancy Westneat Leinwand,Bryn Mawr College,,,1984,
Leinwand_1992_JANES21_Regional Characteristics in the Styles and Iconography of the Seal Impressions of Level II at Kültepe. JANES 21 (1992) 141–172.pdf,Regional Characteristics in the Styles and Iconography of the Seal Impressions of Level II at Ktiltepe,NANCY LEINWAND,"Rosemont, Pennsylvania",JANES,21,1992,141–143
"Lewy, Hildegard & Julius - Old Assyrian subrum. HUCA 8, 1967 1-15.pdf",OLD ASSYRIAN subrum,JULIUS AND HILDEGARD LEWY,Cincinnati,,,1967,1963
"Lewy, J. & K. Hecker - Die Keilschrifttexte der Universitätsbibliothek Giessen. BAUG 9, Diss Giessen 1966.pdf",Die Keilschrifttexte der Universitätsbibliothek Giessen,Karl Hecker,Giessen,,,1966,121–133
"Lewy, Julius - Die Altassyrischen Rechtsurkunden vom Kultepe 1-2. Teil. MVAO 33, 1930.pdf",Die altassyrischen Rechtsurkunden vom Kültepe,"Georg Esser, Julius Lewy","Tübingen, Gießen",Mitteilungen der Vorderasiatischen Gesellschaft,33,1929,1-290
"Lewy, Julius - Die Altassyrischen Rechtsurkunden vom Kultepe 3-4. Teil. MVAG 35, 1935.pdf",DIE ALTASSYRISCHEN RECHTSURKUNDEN VOM KÜLTEPE,Georg Eisser und Julius Lewy,Leipzig,MITTEILUNGEN DER VORDERASIATISCH -AEGYPTISCHEN GESELLSCHAFT,35,1935,291-341
"Lewy, Julius - Die Kültepetexte aus der Sammlung Frida Hahn, Berlin (KTH). 1930.pdf",Die Kültepetexte aus der Sammlung Frida Hahn,Julius Lewy,Berlin,,,1930,
"Lewy, Julius - Die Kültepetexte aus der Sammlung Rudolf Blanckertz, Berlin (KTB). 1929.pdf",Die Kültepetexte der Sammlung Rudolf Blanckertz,Julius Lewy,Berlin,,,1929,
"Lewy, Julius - Studien zu den Altassyrischen Texten aus Kappadokien. 1922.pdf",STUDIEN ZU DEN ALTASSYRISCHEN TEXTEN AUS KAPPADOKIEN,JULIUS LEWy,Berlin,,,1922,1–85
"LewyH_1969_HUCA40-41_Old Assyrian Texts in the University Museum. HUCA 40-41, 1969-70 45-85.pdf",OLD ASSYRIAN TEXTS IN THE UNIVERSITY MUSEUM,HILDEGARD LEWY,"Philadelphia, Pa.",Hebrew Union College - Jewish Institute of Religion,39,1969,Jan-33
LewyJ_1949_ArOr17-2_HroznyFS_numerals.pdf,Apropos of the Akkadian Numerals is-ti-a-na AND is-ti-na,Julius Lewy,Cincinnati,"Journal of the Czechoslovak Oriental Institute, Prague",XVII,1949,110
"LewyJ_1956_HUCA27_On Some Institutions of the Old Assyrian Empire. HUCA 27, 1956 1-79.pdf",ON SOME INSTITUTIONS OF THE OLD ASSYRIAN EMPIRE,JULIUS LEWY,Cincinnati,,,1956,
"LewyJ_1961_HUCA32_Amurritica. HUCA 32, 1961 31-74.pdf",Amurritica,Julius Lewy,Cincinnati,,,1961,
"LewyJ_1962_HUCA33_Old Assyrian Evidence Concerning Kussara and its Location. HUCA 33, 1962 45-57.pdf",OLD ASSYRIAN EVIDENCE CONCERNING KUSSARA AND ITS LOCATION,JULIUS LEWY,Cincinnati,,,1962,
"Lidzbarski, Altarimaische.pdf",Altaramaische Urkunden aus Assur,Mark Lidzbarski,Leipzig,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,,1921,
"Limet, H. - Les schemas du commerce neo-sumerien 09.pdf",Les schemas du commerce neo-sumerien,H. Limet,,Iraq,39,1977,51-58
Lion&Michel_2022_JCS74.pdf,LES MÉTIERS FÉMININS DANS LES PALAIS ET GRANDS DOMAINES DE SYRIE ET MÉSOPO TAMIE A DÉBUT D8 IIE MILLÉNAIRE,,,Journal of Cuneiform Studies,74,2022,
"Lion, B. & C. Michel - 2009_Topoi10.pdf","Femmes lettrÉes, archives de femmes dans le Proche-Orient ancien","B. Lion, C. Michel, G. Gadaut, P. Villard, Ph. Clancier, J.-J. Glassner",Nanterre,Topoi,10,2009,215-217
"Lion, B. & C. Michel - 2010_RAI53V1_16.pdf",Le cochon dans les listes lexicales: quelles logiques de classement?,"B. Lion, C. Michel",Paris–Nanterre,,,2010,
Lipinski - An Ugaritic Letter to Amenophis III concerning Trade with Alašiya 29.pdf,An Ugaritic Letter to Amenophis III concerning Trade with Alašiya,E. Lipiński,,Iraq,39,1977,213-217
Llop_2010_AuOr_28_Rec._OBO_160_5.pdf,A Grammar of the Hittite Language. Part I: Reference Grammar; Part 2: Tutorial,Harry A. Hoffner Jr.-H. Craig Melchert,"Winona Lake, IN",Aula Orientalis,28,2010,139-155
"Loon, M. van - The Place of Urartu in First-Millennium B.C. Trade 32.pdf",The Place of Urartu in First-Millennium B.C. Trade,Maurits van Loon,,Iraq,39,1977,229-231
Lyczkowska_2005_RO57_rev_OAB.pdf,La vie quotidienne et commerciale des Assyriens de la période dite paléoassyrienne,Cecile Miehe,Leiden,"Old Assyrian Archives, Studies",1,2003,X+203 pp.
Magness_05_ossuaries.pdf,OSSUARIES AND THE BURIALS OF JESUS AND JAMES,Jodi Magness,"Chapel Hill, NC",Journal of Biblical Literature,124,2005,121–154
"Manning, et al_2016_Integrated Tree-ring-radiocarbon high-resolution timeframe to resolve earlier 2ndMillBCE Mesopotamian Chronology_PLoS1, 11(7).PDF",Integrated Tree-Ring-Radiocarbon High-Resolution Timeframe to Resolve Earlier Second Millennium BCE Mesopotamian Chronology,"Sturt W. Manning, Carol B. Griggs, Brita Lorentzen, Gojko Barjamovic, Christopher Bronk Ramsey, Bernd Kromer, Eva Maria Wild","Ithaca, New York",PLoS ONE,11,2016,e0157144
Manning_etal_2001_Science294_Anatolian_Tree-Rings.pdf,Anatolian Tree Rings and a New Chronology for the East,"S. W. Manning, B. Kromer, P. I. Kuniholm, M. W. Newton",,Science,294,2001,2532
Manning_etal_2006_Science312_Chronology_Aegean_LBA.pdf,Chronology for the Aegean Late Bronze Age 1700–1400 B.C.,"Sturt W. Manning, Christopher Bronk Ramsey, Walter Kutschera, Thomas Higham, Bernd Kromer, Peter Steier, Eva M. Wild",,Radiocarbon,,2006,
"Marzahn, J & Salje, B. eds. - Wiedererstehendes Assur. 100 Jahre deutsche Ausgrabungen in Assyrien. 2003.pdf",Wiedererstehendes ASSUR,Joachim Marzahn • Beate Salje,Mainz am Rhein,,,2003,204 Seiten mit 106 Farb- und 84 Schwarzweißabbildungen
"Matouš, L. (ed.) - Inscriptions cunéiformes du Kultépé. II (Review). OLZ 60, 1965 155.pdf",Inscriptions cunéiformes du Kultépé. II (Book Review),L. Matou,,Orientalistische Literaturzeitung,60,1965,146
Maxwell-Hyslop - Sources of Sumerian Gold 14.pdf,"Sources of Sumerian Gold: The Ur Goldwork from the Brotherton Library, University of Leeds. A Preliminary Report",K. R. Maxwell-Hyslop,Leeds,Iraq,39,1977,83-86
Mayali_1995_legtrad.pdf,"FOREWORD: SOCIAL PRACTICES, LEGAL NARRATIVE, AND THE DEVELOPMENT OF THE LEGAL TRADITION",LAURENT MAYALI,,,Chi.-Kent L. Rev.,1995,1994-1995
McCreedy_2002_JNES63_Rev_Schloen_PHM.pdf,The House of the Father as Fact and Symbol: Patrimonialism in Ugarit and the Ancient Near East,J. David Schloen,"Winona Lake, Indiana",Studies in the Archaeology and History of the Levant,2,2001,xv + 414 + 25 figs. + 5 photographs + 17 tables
McGeough_2005_Exchange_Relationships_diss.pdf,EXCHANGE RELATIONSHIPS AT UGARIT: A STUDY OF THE UGARITIC ECONOMIC TEXTS,Kevin M. McGeough,,,,2005,
Melchert_LUVLEX.pdf,CUNEIFORM LUVIAN LEXICON,H. Craig Melchert,"Chapel Hill, N.C.",LEXICA ANATOLICA,2,1993,
Melchert_letoon.pdf,The Trilingual Inscription of the Létôon,Graig Melchert,,,,2000,
Michalowski_2005_ZA95_Iddin-Dagan_Family.pdf,Iddin-Dagan and his Family,Piotr Michalowski,Ann Arbor,Zeitschrift für Assyriologie,95,2005,65–76
Michalowski_2009_LyczkowskaFS_Assur During the UrIII Period pp. 149-156.pdf,Ańńur during the Ur III Period,Piotr Michałowski,"University of Michigan, Ann Arbor",,,2009,149
Michel 2021_Syria-review Gemane1.pdf,Studying Gender in the Ancient Near East,Saana SVÄRD et Agnès GARCIA-VENTURA,,Syria,,2021,
"Michel C.- Old Assyrian Bibliography (OAAS 1 -PIHANS 97, 2003) (OCR).pdf","Old Assyrian Bibliography (Old Assyrian Archives, Studies, volume 1)",Cécile Michel,Leiden,,1,2003,
"Michel, C. et Rocher, P. - La Chronologie du IIe Millenaire. Revue a l'Ombre d'Une Eclipse de Soleil. JEOL 35-36, 1997-00 111-126.pdf",LA CHRONOLOGIE DU IIe MILLÉNAIRE,"Cécile Michel, Patrick Rocher",,,,1997,
"Michel, Cecile - Hommes et femmes prêtent serment à l'époque paléo-assyrienne. Méditerranées 10-11, 1997 105-123.pdf",Les serments paléo-assyriens,Cécile Michel,,,,1997,
"Michel, Cecile - Les Mites d'Assyrie Moths in the Assyrian Texts of the Second Millennium BC. JAOS 118, 1998, pp. 325-331.pdf",Les Mites d'Assyrie Moths in the Assyrian Texts of the Second Millennium B. C.,Cécile Michel,Paris,Journal of the American Oriental Society,118,1998,325–331
"Michel, Cecile - Old Assyrian Bibliography, OAAS 1. PIHANS 97, 2003 (2).pdf","Old Assyrian Bibliography (Old Assyrian Archives, Studies, volume 1)",Cécile Michel,Leiden,,1,2003,
"Michel, Cecile - Old Assyrian Bibliography, OAAS 1. PIHANS 97, 2003.pdf","Old Assyrian Bibliography (Old Assyrian Archives, Studies, volume 1)",Cécile Michel,Leiden,Nederlands Instituut voor het Nabije Oosten,1,2003,
"Michel, Cecile - Tablettes Paleo-Assyriennes de Kültepe, Vol. 1 (Kt  90-k). 1997.pdf",TABLETTES PALEO-ASSYRIENNES DE KULTEPE,Cecile MICHEL et Paul GARELLI,Istanbul,,1,1997,
"Michel, Cecile - The Alāhum and Aššur-taklāku Archives Found in 1993 at Kültepe Kaniš. AoF 35 1, 2008, pp. 53-67.pdf",The Ala¯hum and Asˇsˇur-takla¯ku archives found in 1993 at Kültepe Kanisˇ,Cécile Michel,,Altoriental. Forsch.,35,2008,53–67
"Michel, Cecile ed. - Old Assyrian Studies in Memory of Paul Garelli. PIHANS 112, 2008 (2).pdf",Old Assyrian Studies in Memory of Paul Garelli,Cécile Michel,Leiden,Nederlands Instituut voor het Nabije Oosten,,2008,
"Michel, Cecile ed. - Old Assyrian Studies in Memory of Paul Garelli. PIHANS 112, 2008.pdf",Old Assyrian Studies in Memory of Paul Garelli,Cécile Michel,Leiden,Nederlands Instituut voor het Nabije Oosten,2008,2008,
"Michel, Cécile - Correspondance des marchands de Kanish. LAPO 19, 2001.pdf",Correspondance des marchands de Kaniš au début du IIe millénaire avant J.—C.,Cécile Michel,Paris,,,2001,
Michel-ANE-Today-June-2021.pdf,"Housewives, Weavers and Businesswomen: Assyrian Women from Assur and Kanesh",Cécile Michel,,,,2021,
"Michel_1997c_Méditerranées10_Hommes et femmes prêtent serment à l'époque paléo-assyrienne. Méditerranées 10-11, 1997 105-123.pdf",Les serments paléo-assyriens,Cécile Michel,,,,1997,
Michel_2003b_PECUS_perdum-mule.pdf,"The perdum-mule, a mount for distinguished persons in Mesopotamia during the first half of the second millennium BC",Cécile Michel,,PECUS. Man and animal in antiquity,,2004,
"Michel_2005_AfO51_Old Assyrian Bibliography 1. AfO 51, 2005-06, pp. 436-449.pdf",Old Assyrian Bibliography 1,Cécile Michel,Orsay,Archiv für Orientforschung,51,2005/2006,437
Michel_2008_Eothen16-New Perspective on Historical Geo.pdf,NEW PERSPECTIVES ON THE HISTORICAL GEOGRAPHY AND TOPOGRAPHY OF ANATOLIA IN THE II AND I MILLENIUM B.C.,Cécile Michel,,,3,2008,235–236
Michel_2008_La Correspondes.pdf,La lettre d’archive,Cécile Michel,,Institut français d’archéologie orientale,9,2008,118
Michel_2008_Les Assyr. et les Esprits de Leurs Morts.pdf,Old Assyrian Studies in Memory of Paul Garelli,Cécile Michel,Nanterre,OAAS,4,2008,181-197
Michel_2008_OAAS3.pdf,Anatolia and the Jazira during the Old Assyrian period,Cécile Michel,Nanterre,PIHANS,111,2008,209-229
Michel_2008_OAAS4_Intro.pdf,Old Assyrian Studies in Memory of Paul Garelli,Cécile Michel,Leiden,Nederlands Instituut voor het Nabije Oosten,4,2008,249
Michel_2008_PIHANS111.pdf,Anatolia and the Jazira during the Old Assyrian period,Cécile Michel,Nanterre,PIHANS,111,2008,209-229
"Michel_2008_RANT5_Des Paragrinations des Marchands Assyriennes. RANT 5, 2008 371-388.pdf",Les pérégrinations des marchands assyriens en haute Mésopotamie et en Asie Mineure,Cécile Michel,Nanterre,Res Antiquae,5,2008,371-388
Michel_2008_TopoiSup9.pdf,La lettre d’archive,Cécile Michel,,Institut français d’archéologie orientale,9,2008,32
Michel_2009_Bottero.pdf,Boissons et buveurs en haute Mésopotamie et Anatolie au début du IIe millénaire av. J.-C.,Cécile Michel,Paris,Travaux de la Maison René-Ginouvès,6,2009,197-220
Michel_2009_CSMS.pdf,The Old Assyrian Trade in the light of Recent Kültepe Archives,Cécile Michel,Nanterre,,,2009,71
Michel_2009_TopoiSup10a.pdf,"Femmes, cultures et sociétés dans les civilisations méditerranéennes et proche-orientales de l’Antiquité","Françoise Briquel-Chatonnet, Saba Farès, Brigitte Lion, Cécile Michel",,Topoi,10,2009,4-Mar
Michel_2009_TopoiSup10b.pdf,LES FILLES CONSACRÉES DES MARCHANDS ASSYRIENS,Cécile Michel,,Topoi,10,2009,145-163
Michel_2009_TopoiSup10c.pdf,LES FEMMES ET L’éCRIT DANS LES ARCHIVES PALéO-ASSYRIENNES,Cécile Michel,,Topoi,10,2009,253-272
Michel_2010_C9T3_Textiles.pdf,Le vocabulaire des étoffes dans les textes cunéiformes : le cas des archives paléo-assyriennes (XIXe-XVIIIe s. av. J.-C.),Cécile Michel,Nanterre,Cahier des thèmes transversaux ArScAn,IX,2010,23-29
Michel_2010_C9T9_Boissons.pdf,Les boissons en Mésopotamie du nord et Anatolie dans la première moitié du IIe millénaire av. J.-C.,Cécile Michel,Nanterre,Cahier des thèmes transversaux ArScAn,IX,2010,351-358
Michel_2010_C9T9_SHAMO_Intro.pdf,Thème IX - L’alimentation dans l’orient ancien. De la production à la consommation,Cécile Michel,Nanterre,Cahier des thèmes transversaux ArScAn,IX,2010,231-233
Michel_2010_C9T9_Transport.pdf,Le transport des denrées alimentaires dans la documentation écrite du début du IIe millénaire,Cécile Michel,Nanterre,Cahier des thèmes transversaux ArScAn,IX,2010,265-275
Michel_2010_Epoc.pdf,Die Ehe galt den Assyrern als heilige Angelegenheit,Reyhan Eksi,,epoc,,2010,
Michel_2010_JA298_CRMelBordreuil.pdf,COMPTES RENDUS,,Paris,Journal Asiatique,27,2010,357 p.
Michel_2010_JCS62.pdf,Deux textes ATYPIQUES découverts à Kültepe,Cécile Michel,Nanterre,JCS,62,2010,71–72
Michel_2010_MathReviews.pdf,Tablettes math´ematiques de la collection Hilprecht,Cécile Michel,Wiesbaden,Texte und Materialien der Hilprecht Collection,8,2010,x+166 pp.
Michel_2010_MelDonbaz.pdf,THE DAY UNIT WITHIN THE OLD ASSYRIAN CALENDAR,Cécile Michel,Istanbul,Veysel Donbaz’a Sunulan Yazılar DUB.SAR É.DUB.BA.A Studies Presented in Honour of Veysel Donbaz,,2010,
Michel_2010_RAI53V1_12.pdf,Le langage ﬁguré dans les lettres paléo-assyriennes,Cécile Michel,Nanterre,,,2010,
Michel_2011_CollMRG7.pdf,d’étude les tablettes d’argile remplies de signes en «forme de clous» (cunéiformes). Une liste paléographique de signes cunéiformes,Cécile Michel,,,,2011,245-257
Michel_2015_KIM1_Subartu35.pdf,Proceedings of the 1st Kültepe International Meeting,Fikri Kulakoğlu & Cécile Michel,Kültepe,Subartu,XXXV,2013,1-249
Michel_2015_NouvellesArchéologie.pdf,Quelle place occupent les femmes dans les sources cunéiformes de la pratique ?,Cécile Michel,,Les Nouvelles de l’archéologie,140,2015,3–61
Michel_2018_Syria-7771.pdf,"Philippe Quenet (dir.), Ana ziqquratim. Sur la piste de Babel",Cécile Michel,Strasbourg,Syria,2018,2018,
Michel_2020_WSAWM5_Maths&Admin_Intro_Chap2_Chap10s.pdf,Why the Sciences of the Ancient World Matter,"Cécile Michel, Karine Chemla","Paris, France","Mathematics, Administrative and Economic Activities in Ancient Worlds",5,2020,1-123
Michel_2021_Subartu47_Diyala.pdf,Interdisciplinary research on the Bronze Age Diyala,Carlos Gonçalves & Cécile Michel,,Subartu,47,2021,1–103
Michel_2021_À table avec les anciens Mésopotamiens_AEA hypothèses.pdf,À table avec les anciens Mésopotamiens,Cécile Michel,,,,2021,
Michel_2022_EcritureSansDomination.pdf,L’écriture confère-t-elle une forme de domination ? Les Assyriens en Anatolie au XIXe siècle avant J.-C.,Cécile Michel,,,,2022,
Michel_2022_WSAWM6.pdf,Why the Sciences of the Ancient World Matter,"Karine Chemla, Agathe Keller, Christine Proust","Paris, France",Cultures of Computation and Quantification in the Ancient World,6,2022,
Michel_2023_Gendered Private Letters.pdf,Gendered Private Letters: The Case of the Old Assyrian Correspondence (Nineteenth Century BC),Cécile Michel,,La correspondance privée dans la Méditerranée antique,,2025,223-241
Michel_Kulakoglu_2021_KIM4_SUBARTU46.pdf,Cultural Exchanges and Current Research at Kültepe and its Surroundings,"Fikri Kulakoğlu, Guido Kryszat, Cécile Michel",,Subartu,46,2021,1–275
Michel_Nosch_2010_TextileTerminologies.pdf,Textile Terminologies in the ancient Near East and Mediterranean from the Third to the First Millennia BC,C. Michel and M.-L. Nosch,,,8,2013,
Michel_Veenhof_2010_OATextiles.pdf,Textile Terminologies in the ancient Near East and Mediterranean from the Third to the First Millennia BC,C. Michel and M.-L. Nosch,,,8,2013,
Moqaddam_2009.PDF,"Ancient geometry and ""*Proto-Iranian"" scripts",Azhideh Moqaddam,,,,2009,
"Mueller, Manfred & Marzhan, Joahim - Fünf Altassyrische Texte aus dem Vorderasiatischen Museum zu Berlin, FS Oelsner. AOAT 252, 2000, pp. 285-309.pdf",Assyriologica et semitica: Festschrift für Joachim Oelsner anläßlich seines 65. Geburtstages am 18. Februar 1997,Joachim Marzahn und Hans Neumann,Münster,Alter Orient und Altes Testament,252,2000,1–623
"Muhly, J. D. - The Copper Ox-Hide Ingots and the Bronze Age Metals Trade 13.pdf",The Copper Ox-Hide Ingots and the Bronze Age Metals Trade,J. D. Muhly,,Iraq,39,1977,73-82
Myrhman BE 3 1.pdf,Sumerian Administrative Documents Dated in the Reigns of the Kings of the Second Dynasty of Ur,David W. Myhrman,Philadelphia,Cuneiform Texts,1,1910,1–100
NABU 1987.1 - 4014.4.pdf,Ylssyrio{ogiques rßdves et VtiCitaires,Dominique CHARPIN,Paris,N.A.B. U.,1,1987,
"Nashef, Khaled - Rekonstruktion der Reiserouten zur Zeit der altassyrischen Handelsniederlassungen. TAVO Beih. B 83, 1987(cut).pdf",Rekonstruktion der Reiserouten zur Zeit der altassyrischen Handelsniederlassungen,Khaled Nashef,Tübingen,Beihefte zum Tübinger Atlas des Vorderen Orients,B,1987,
Nasrabadi_04_Anubanini.pdf,Beobachtungen zum Felsrelief Anubaninis,Behzad Mofidi Nasrabadi,Mainz,Zeitschrift für Assyriologie,94,2004,291–303
Newman_Paasi_1998.pdf,Fences and neighbours in the postmodern world: boundary narratives in political geography,David Newman and Anssi Paasi,"Beer Sheva, Israel and Oulu, Finland",Progress in Human Geography,22,1998,186–207
"OAAS 1 - OA Bib, 2003.pdf",Old Assyrian Bibliography,Cécile Michel,Leiden,"Old Assyrian Archives, Studies",1,2003,
OAAS 1 Excerpt of OA Bibliography.pdf,"K. R. Veenhof, Aspects of the Old Assyrian Trade and its Terminology",Cécile MICHEL,,,10,1972,
"OAI, 2004.pdf",Old Assyrian Institutions,J.G. Dercksen,Leiden,Nederlands Instituut voor het Nabije Oosten,4,2004,
"Oates, D. - The Excavations at Tell Brak, 1976 33.pdf","The Excavations at Tell Brak, 1976",David Oates,,Iraq,39,1977,233-244
Oppenheim_1967_JESHO10_Structure_Mes_soc.pdf,MESOPOTAMIAN SOCIETY,A. L. OPPENHEIM,,,,2001,
"Otten, H. & V. Souček - Das Gelübde der Königin Puduḫepa an die Göttin Lelwani. StBoT 1, 1965.pdf",DAS GELÜBDE DER KÜNIGIN PUDU]J:EPA AN DIE GÖTTIN LELWANI,"Heinrich Otten, Vladimir Soucek",Mainz,Studien zu den Bogazköy-Texten,1,1965,
"Oz, E. & I. Albayrak - 1963 Yılı Kültepe Kazısında Ele Geçen Altı Yeni Tablet. ArAn 8.2, 2005 21-45.pdf",1963 Yılı Kültepe Kazısında Ele Geçen Altı Yeni Tablet,"Esma Öz, İrfan Albayrak",,ARCHIVUM ANATOLICUM,2-Aug,2005,21-45
"Ozguc, Nimet - The Anatolian Group of Cylinder Seal Impressions from Kultepe. TTKY V 22, 1965.pdf",THE ANATOLIAN GROUP OF CYLINDER SEAL IMPRESSIONS FROM KULTEPE,Nimet Ozgii,Ankara,TURK TARiH KURUMU YAYINLARINDAN,"V. SERi, No. 22",1965,
PIHANS_74.pdf,Ancient Near Eastern Studies Presented to Philo H.J. Houwink ten Cate on the Occasion of his 65th Birthday,Theo P.J. van den Hout and Johan de Roos,Leiden,Studio Historiae Ardens,LXXIV,1995,1–105
PRU 3 text.pdf,Le Palais d'Ugarit,Cl. A. Schaeffer,,,,1955,
Palmisano_2018_high_quality.pdf,The Geography of Trade,Alessio Palmisano,Oxford,Archaeopress Archaeology,,2018,
